[id][cost,state,father_id,action,depth,h,value]
[15191][744,(66, 94),15116,E,312,38,782]
[15223][748,(66, 95),15191,E,313,37,785]
[15279][750,(67, 95),15223,S,314,36,786]
[15287][752,(67, 96),15279,E,315,35,787]
[15310][753,(67, 97),15287,E,316,34,787]
[15313][754,(67, 98),15310,E,317,33,787]
[15317][758,(68, 98),15313,S,318,32,790]
[15388][759,(69, 98),15317,S,319,31,790]
[15392][761,(70, 98),15388,S,320,30,791]
[15411][762,(71, 98),15392,S,321,29,791]
[15415][766,(72, 98),15411,S,322,28,794]
[15493][770,(72, 97),15415,O,323,29,799]
[15613][771,(73, 97),15493,S,324,28,799]
[15616][775,(74, 97),15613,S,325,27,802]
[15667][776,(75, 97),15616,S,326,26,802]
[15671][777,(75, 96),15667,O,327,27,804]
[15723][778,(75, 95),15671,O,328,28,806]
[15769][780,(76, 95),15723,S,329,27,807]
[15797][784,(77, 95),15769,S,330,26,810]
[15845][786,(78, 95),15797,S,331,25,811]
[15856][790,(78, 96),15845,E,332,24,814]
[15897][794,(79, 96),15856,S,333,23,817]
[15943][798,(80, 96),15897,S,334,22,820]
[15986][799,(80, 95),15943,O,335,23,822]
[16019][800,(80, 94),15986,O,336,24,824]
[16064][802,(81, 94),16019,S,337,23,825]
[16088][803,(81, 93),16064,O,338,24,827]
[16114][807,(80, 93),16088,N,339,25,832]
[16217][810,(79, 93),16114,N,340,26,836]
[16277][812,(78, 93),16217,N,341,27,839]
[16348][816,(78, 92),16277,O,342,28,844]
[16434][817,(78, 91),16348,O,343,29,846]
[16480][821,(78, 90),16434,O,344,30,851]
[16542][824,(79, 90),16480,S,345,29,853]
[16566][828,(79, 89),16542,O,346,30,858]
[16622][831,(78, 89),16566,N,347,31,862]
[16669][835,(78, 88),16622,O,348,32,867]
[16726][839,(78, 87),16669,O,349,33,872]
[16778][840,(77, 87),16726,N,350,34,874]
[16806][842,(77, 86),16778,O,351,35,877]
[16845][844,(78, 86),16806,S,352,34,878]
[16865][848,(79, 86),16845,S,353,33,881]
[16907][851,(80, 86),16865,S,354,32,883]
[16945][852,(80, 87),16907,E,355,31,883]
[16946][853,(81, 87),16945,S,356,30,883]
[16950][857,(82, 87),16946,S,357,29,886]
[17003][860,(82, 86),16950,O,358,30,890]
[17061][861,(83, 86),17003,S,359,29,890]
[17063][862,(83, 87),17061,E,360,28,890]
[17064][863,(84, 87),17063,S,361,27,890]
[17067][866,(84, 88),17064,E,362,26,892]
[17084][870,(85, 88),17067,S,363,25,895]
[17130][873,(86, 88),17084,S,364,24,897]
[17149][876,(86, 87),17130,O,365,25,901]
[17192][877,(87, 87),17149,S,366,24,901]
[17194][879,(88, 87),17192,S,367,23,902]
[17211][882,(88, 88),17194,E,368,22,904]
[17249][884,(89, 88),17211,S,369,21,905]
[17269][888,(89, 87),17249,O,370,22,910]
[17356][891,(90, 87),17269,S,371,21,912]
[17394][894,(90, 88),17356,E,372,20,914]
[17433][898,(90, 89),17394,E,373,19,917]
[17500][902,(91, 89),17433,S,374,18,920]
[17557][905,(92, 89),17500,S,375,17,922]
[17594][908,(93, 89),17557,S,376,16,924]
[17632][909,(94, 89),17594,S,377,15,924]
[17635][913,(95, 89),17632,S,378,14,927]
[17692][915,(96, 89),17635,S,379,13,928]
[17715][919,(96, 90),17692,E,380,12,931]
[17772][921,(96, 91),17715,E,381,11,932]
[17794][924,(97, 91),17772,S,382,10,934]
[17831][926,(97, 92),17794,E,383,9,935]
[17846][928,(96, 92),17831,N,384,10,938]
[17901][929,(96, 93),17846,E,385,9,938]
[17903][930,(96, 94),17901,E,386,8,938]
[17907][934,(97, 94),17903,S,387,7,941]
[17958][938,(98, 94),17907,S,388,6,944]
[18025][939,(98, 95),17958,E,389,5,944]
[18026][943,(98, 96),18025,E,390,4,947]
[18112][945,(97, 96),18026,N,391,5,950]
[18191][946,(97, 97),18112,E,392,4,950]
[18194][950,(97, 98),18191,E,393,3,953]
[18272][951,(98, 98),18194,S,394,2,953]
[18277][952,(99, 98),18272,S,395,1,953]
[18279][954,(99, 99),18277,E,396,0,954]
