[id][cost,state,father_id,action,depth,h,value]
[24249][345,(37, 44),24216,S,141,17,362]
[24276][347,(38, 44),24249,S,142,16,363]
[24303][351,(38, 45),24276,E,143,15,366]
[24386][352,(39, 45),24303,S,144,14,366]
[24393][356,(39, 46),24386,E,145,13,369]
[24452][357,(40, 46),24393,S,146,12,369]
[24455][359,(40, 47),24452,E,147,11,370]
[24478][361,(40, 48),24455,E,148,10,371]
[24491][364,(41, 48),24478,S,149,9,373]
[24544][368,(41, 47),24491,O,150,10,378]
[24651][371,(42, 47),24544,S,151,9,380]
[24691][372,(43, 47),24651,S,152,8,380]
[24696][373,(44, 47),24691,S,153,7,380]
[24700][374,(45, 47),24696,S,154,6,380]
[24702][378,(45, 48),24700,E,155,5,383]
[24769][382,(46, 48),24702,S,156,4,386]
[24851][385,(46, 47),24769,O,157,5,390]
[24948][387,(47, 47),24851,S,158,4,391]
[24966][390,(48, 47),24948,S,159,3,393]
[25007][391,(48, 48),24966,E,160,2,393]
[25010][395,(49, 48),25007,S,161,1,396]
[25072][397,(49, 49),25010,E,162,0,397]
