[id][cost,state,father_id,action,depth,h,value]
[6179][116,(45, 54),6176,E,99,99,215]
[6183][117,(46, 54),6179,S,100,98,215]
[6193][119,(47, 54),6183,S,101,97,216]
[6674][120,(48, 54),6193,S,102,96,216]
[6692][123,(49, 54),6674,S,103,95,218]
[7563][124,(50, 54),6692,S,104,94,218]
[7584][125,(51, 54),7563,S,105,93,218]
[7597][127,(51, 55),7584,E,106,92,219]
[8178][128,(51, 56),7597,E,107,91,219]
[8182][130,(51, 57),8178,E,108,90,220]
[8686][131,(52, 57),8182,S,109,89,220]
[8715][132,(52, 58),8686,E,110,88,220]
[8718][133,(53, 58),8715,S,111,87,220]
[8743][134,(54, 58),8718,S,112,86,220]
[8759][135,(55, 58),8743,S,113,85,220]
[8776][136,(56, 58),8759,S,114,84,220]
[8799][138,(57, 58),8776,S,115,83,221]
[9519][141,(57, 59),8799,E,116,82,223]
[10741][142,(58, 59),9519,S,117,81,223]
[10765][143,(58, 60),10741,E,118,80,223]
[10769][144,(59, 60),10765,S,119,79,223]
[10799][145,(60, 60),10769,S,120,78,223]
[10809][146,(60, 61),10799,E,121,77,223]
[10812][148,(61, 61),10809,S,122,76,224]
[11444][149,(62, 61),10812,S,123,75,224]
[11470][150,(62, 62),11444,E,124,74,224]
[11474][151,(63, 62),11470,S,125,73,224]
[11499][152,(63, 63),11474,E,126,72,224]
[11504][153,(64, 63),11499,S,127,71,224]
[11528][154,(65, 63),11504,S,128,70,224]
[11537][155,(65, 64),11528,E,129,69,224]
[11541][156,(65, 65),11537,E,130,68,224]
[11546][158,(66, 65),11541,S,131,67,225]
[12290][159,(67, 65),11546,S,132,66,225]
[12314][160,(68, 65),12290,S,133,65,225]
[12338][162,(69, 65),12314,S,134,64,226]
[13123][164,(69, 66),12338,E,135,63,227]
[13755][165,(69, 67),13123,E,136,62,227]
[13760][166,(70, 67),13755,S,137,61,227]
[13809][168,(70, 68),13760,E,138,60,228]
[14619][169,(71, 68),13809,S,139,59,228]
[14632][170,(72, 68),14619,S,140,58,228]
[14658][171,(72, 69),14632,E,141,57,228]
[14662][174,(72, 70),14658,E,142,56,230]
[16063][175,(73, 70),14662,S,143,55,230]
[16089][176,(74, 70),16063,S,144,54,230]
[16110][178,(75, 70),16089,S,145,53,231]
[16720][179,(76, 70),16110,S,146,52,231]
[16731][180,(76, 71),16720,E,147,51,231]
[16734][181,(76, 72),16731,E,148,50,231]
[16738][182,(76, 73),16734,E,149,49,231]
[16741][185,(76, 74),16738,E,150,48,233]
[18118][186,(76, 75),16741,E,151,47,233]
[18122][187,(76, 76),18118,E,152,46,233]
[18126][188,(76, 77),18122,E,153,45,233]
[18130][189,(76, 78),18126,E,154,44,233]
[18134][190,(77, 78),18130,S,155,43,233]
[18155][191,(77, 79),18134,E,156,42,233]
[18159][194,(77, 80),18155,E,157,41,235]
[19416][196,(78, 80),18159,S,158,40,236]
[20444][197,(79, 80),19416,S,159,39,236]
[20466][198,(80, 80),20444,S,160,38,236]
[20488][199,(81, 80),20466,S,161,37,236]
[20507][200,(82, 80),20488,S,162,36,236]
[20540][201,(83, 80),20507,S,163,35,236]
[20568][202,(84, 80),20540,S,164,34,236]
[20596][205,(85, 80),20568,S,165,33,238]
[22404][206,(85, 81),20596,E,166,32,238]
[22408][207,(85, 82),22404,E,167,31,238]
[22413][208,(86, 82),22408,S,168,30,238]
[22449][209,(86, 83),22413,E,169,29,238]
[22454][210,(87, 83),22449,S,170,28,238]
[22477][211,(87, 84),22454,E,171,27,238]
[22480][212,(88, 84),22477,S,172,26,238]
[22494][215,(88, 85),22480,E,173,25,240]
[24383][216,(88, 86),22494,E,174,24,240]
[24385][217,(88, 87),24383,E,175,23,240]
[24389][220,(88, 88),24385,E,176,22,242]
[25966][221,(88, 89),24389,E,177,21,242]
[25970][222,(88, 90),25966,E,178,20,242]
[25975][225,(89, 90),25970,S,179,19,244]
[27333][226,(90, 90),25975,S,180,18,244]
[27357][227,(90, 91),27333,E,181,17,244]
[27360][229,(90, 92),27357,E,182,16,245]
[28043][230,(90, 93),27360,E,183,15,245]
[28047][231,(91, 93),28043,S,184,14,245]
[28068][232,(91, 94),28047,E,185,13,245]
[28071][233,(91, 95),28068,E,186,12,245]
[28075][236,(91, 96),28071,E,187,11,247]
[28967][237,(92, 96),28075,S,188,10,247]
[28991][238,(92, 97),28967,E,189,9,247]
[28994][239,(92, 98),28991,E,190,8,247]
[28998][240,(93, 98),28994,S,191,7,247]
[29032][242,(94, 98),28998,S,192,6,248]
[29273][243,(95, 98),29032,S,193,5,248]
[29290][244,(96, 98),29273,S,194,4,248]
[29303][246,(97, 98),29290,S,195,3,249]
[29621][247,(97, 99),29303,E,196,2,249]
[29625][248,(98, 99),29621,S,197,1,249]
[29638][252,(99, 99),29625,S,198,0,252]
