[id][cost,state,father_id,action,depth,h,value]
[0][0,(0, 0),None,None,0,198,198]
[1][1,(0, 1),0,E,1,197,197]
[3][3,(0, 2),1,E,2,196,196]
[6][7,(0, 3),3,E,3,195,195]
[9][8,(0, 4),6,E,4,194,194]
[12][10,(0, 5),9,E,5,193,193]
[15][14,(0, 6),12,E,6,192,192]
[18][18,(0, 7),15,E,7,191,191]
[21][21,(0, 8),18,E,8,190,190]
[24][22,(0, 9),21,E,9,189,189]
[27][26,(0, 10),24,E,10,188,188]
[30][28,(0, 11),27,E,11,187,187]
[34][31,(1, 11),30,S,12,186,186]
[38][33,(1, 12),34,E,13,185,185]
[41][34,(1, 13),38,E,14,184,184]
[45][35,(1, 14),41,E,15,183,183]
[47][36,(1, 15),45,E,16,182,182]
[51][37,(2, 15),47,S,17,181,181]
[54][40,(2, 16),51,E,18,180,180]
[58][41,(2, 17),54,E,19,179,179]
[61][42,(2, 18),58,E,20,178,178]
[65][46,(2, 19),61,E,21,177,177]
[68][49,(2, 20),65,E,22,176,176]
[73][50,(3, 20),68,S,23,175,175]
[79][51,(4, 20),73,S,24,174,174]
[87][53,(5, 20),79,S,25,173,173]
[90][54,(5, 21),87,E,26,172,172]
[93][55,(5, 22),90,E,27,171,171]
[97][56,(5, 23),93,E,28,170,170]
[101][58,(5, 24),97,E,29,169,169]
[104][59,(5, 25),101,E,30,168,168]
[108][60,(5, 26),104,E,31,167,167]
[112][61,(5, 27),108,E,32,166,166]
[115][63,(5, 28),112,E,33,165,165]
[119][64,(6, 28),115,S,34,164,164]
[122][67,(6, 29),119,E,35,163,163]
[126][68,(6, 30),122,E,36,162,162]
[130][69,(6, 31),126,E,37,161,161]
[132][72,(6, 32),130,E,38,160,160]
[136][73,(6, 33),132,E,39,159,159]
[138][75,(6, 34),136,E,40,158,158]
[142][76,(6, 35),138,E,41,157,157]
[146][79,(6, 36),142,E,42,156,156]
[150][82,(7, 36),146,S,43,155,155]
[153][85,(7, 37),150,E,44,154,154]
[157][86,(7, 38),153,E,45,153,153]
[161][89,(8, 38),157,S,46,152,152]
[164][92,(8, 39),161,E,47,151,151]
[168][93,(9, 39),164,S,48,150,150]
[171][96,(9, 40),168,E,49,149,149]
[175][100,(9, 41),171,E,50,148,148]
[178][101,(9, 42),175,E,51,147,147]
[182][102,(9, 43),178,E,52,146,146]
[185][105,(9, 44),182,E,53,145,145]
[189][107,(9, 45),185,E,54,144,144]
[193][108,(9, 46),189,E,55,143,143]
[197][109,(9, 47),193,E,56,142,142]
[201][111,(10, 47),197,S,57,141,141]
[204][113,(10, 48),201,E,58,140,140]
[207][115,(10, 49),204,E,59,139,139]
[211][116,(10, 50),207,E,60,138,138]
[215][117,(10, 51),211,E,61,137,137]
[219][120,(10, 52),215,E,62,136,136]
[222][121,(10, 53),219,E,63,135,135]
[224][124,(10, 54),222,E,64,134,134]
[228][125,(10, 55),224,E,65,133,133]
[232][126,(10, 56),228,E,66,132,132]
[236][127,(10, 57),232,E,67,131,131]
[238][128,(9, 57),236,N,68,132,132]
[241][132,(9, 58),238,E,69,131,131]
[244][135,(9, 59),241,E,70,130,130]
[247][138,(10, 59),244,S,71,129,129]
[250][140,(10, 60),247,E,72,128,128]
[255][141,(11, 60),250,S,73,127,127]
[260][145,(11, 61),255,E,74,126,126]
[263][147,(12, 61),260,S,75,125,125]
[266][148,(12, 62),263,E,76,124,124]
[270][149,(12, 63),266,E,77,123,123]
[274][152,(12, 64),270,E,78,122,122]
[278][156,(12, 65),274,E,79,121,121]
[282][157,(12, 66),278,E,80,120,120]
[285][160,(12, 67),282,E,81,119,119]
[289][162,(12, 68),285,E,82,118,118]
[292][163,(12, 69),289,E,83,117,117]
[295][164,(12, 70),292,E,84,116,116]
[299][165,(12, 71),295,E,85,115,115]
[303][169,(12, 72),299,E,86,114,114]
[306][170,(12, 73),303,E,87,113,113]
[310][171,(12, 74),306,E,88,112,112]
[314][174,(13, 74),310,S,89,111,111]
[317][178,(13, 75),314,E,90,110,110]
[320][179,(13, 76),317,E,91,109,109]
[324][180,(13, 77),320,E,92,108,108]
[328][182,(13, 78),324,E,93,107,107]
[331][183,(13, 79),328,E,94,106,106]
[335][184,(13, 80),331,E,95,105,105]
[338][185,(13, 81),335,E,96,104,104]
[342][186,(13, 82),338,E,97,103,103]
[345][187,(13, 83),342,E,98,102,102]
[348][188,(13, 84),345,E,99,101,101]
[352][191,(13, 85),348,E,100,100,100]
[355][194,(13, 86),352,E,101,99,99]
[359][197,(13, 87),355,E,102,98,98]
[363][199,(13, 88),359,E,103,97,97]
[367][202,(13, 89),363,E,104,96,96]
[371][204,(13, 90),367,E,105,95,95]
[375][206,(13, 91),371,E,106,94,94]
[380][208,(14, 91),375,S,107,93,93]
[384][209,(14, 92),380,E,108,92,92]
[386][213,(14, 93),384,E,109,91,91]
[390][215,(14, 94),386,E,110,90,90]
[394][216,(14, 95),390,E,111,89,89]
[397][217,(14, 96),394,E,112,88,88]
[400][219,(14, 97),397,E,113,87,87]
[403][220,(14, 98),400,E,114,86,86]
[408][221,(15, 98),403,S,115,85,85]
[412][225,(15, 99),408,E,116,84,84]
[415][226,(16, 99),412,S,117,83,83]
[418][227,(17, 99),415,S,118,82,82]
[421][228,(18, 99),418,S,119,81,81]
[424][229,(19, 99),421,S,120,80,80]
[426][230,(20, 99),424,S,121,79,79]
[428][233,(21, 99),426,S,122,78,78]
[431][234,(21, 98),428,O,123,79,79]
[434][235,(22, 98),431,S,124,78,78]
[438][239,(23, 98),434,S,125,77,77]
[443][240,(24, 98),438,S,126,76,76]
[447][243,(25, 98),443,S,127,75,75]
[451][245,(26, 98),447,S,128,74,74]
[462][246,(27, 98),451,S,129,73,73]
[465][247,(28, 98),462,S,130,72,72]
[468][248,(28, 99),465,E,131,71,71]
[471][251,(29, 99),468,S,132,70,70]
[474][253,(30, 99),471,S,133,69,69]
[477][254,(31, 99),474,S,134,68,68]
[480][255,(32, 99),477,S,135,67,67]
[483][256,(32, 98),480,O,136,68,68]
[487][258,(33, 98),483,S,137,67,67]
[490][259,(34, 98),487,S,138,66,66]
[493][262,(34, 99),490,E,139,65,65]
[495][265,(35, 99),493,S,140,64,64]
[498][266,(36, 99),495,S,141,63,63]
[501][270,(36, 98),498,O,142,64,64]
[504][273,(37, 98),501,S,143,63,63]
[506][275,(37, 99),504,E,144,62,62]
[508][279,(38, 99),506,S,145,61,61]
[511][280,(39, 99),508,S,146,60,60]
[514][281,(40, 99),511,S,147,59,59]
[517][285,(41, 99),514,S,148,58,58]
[520][289,(42, 99),517,S,149,57,57]
[523][291,(43, 99),520,S,150,56,56]
[526][295,(44, 99),523,S,151,55,55]
[529][299,(45, 99),526,S,152,54,54]
[532][300,(46, 99),529,S,153,53,53]
[535][303,(47, 99),532,S,154,52,52]
[538][306,(48, 99),535,S,155,51,51]
[541][307,(49, 99),538,S,156,50,50]
[543][308,(50, 99),541,S,157,49,49]
[546][309,(51, 99),543,S,158,48,48]
[549][312,(52, 99),546,S,159,47,47]
[551][316,(53, 99),549,S,160,46,46]
[553][317,(54, 99),551,S,161,45,45]
[555][318,(55, 99),553,S,162,44,44]
[558][319,(56, 99),555,S,163,43,43]
[561][322,(57, 99),558,S,164,42,42]
[564][323,(58, 99),561,S,165,41,41]
[568][324,(58, 98),564,O,166,42,42]
[571][328,(59, 98),568,S,167,41,41]
[574][331,(60, 98),571,S,168,40,40]
[577][334,(60, 99),574,E,169,39,39]
[579][335,(61, 99),577,S,170,38,38]
[582][339,(62, 99),579,S,171,37,37]
[585][341,(62, 98),582,O,172,38,38]
[588][343,(63, 98),585,S,173,37,37]
[591][347,(63, 99),588,E,174,36,36]
[594][349,(64, 99),591,S,175,35,35]
[597][353,(65, 99),594,S,176,34,34]
[600][354,(66, 99),597,S,177,33,33]
[603][357,(67, 99),600,S,178,32,32]
[606][358,(68, 99),603,S,179,31,31]
[609][360,(69, 99),606,S,180,30,30]
[612][362,(70, 99),609,S,181,29,29]
[615][364,(71, 99),612,S,182,28,28]
[618][365,(72, 99),615,S,183,27,27]
[621][366,(73, 99),618,S,184,26,26]
[624][367,(74, 99),621,S,185,25,25]
[627][368,(75, 99),624,S,186,24,24]
[630][371,(76, 99),627,S,187,23,23]
[633][372,(76, 98),630,O,188,24,24]
[636][373,(77, 98),633,S,189,23,23]
[640][375,(78, 98),636,S,190,22,22]
[645][376,(79, 98),640,S,191,21,21]
[649][377,(79, 99),645,E,192,20,20]
