[id][cost,state,father_id,action,depth,h,value]
[0][0,(0, 0),None,None,0,73,0]
[1][2,(1, 0),0,S,1,72,1]
[3][4,(1, 1),1,E,2,71,2]
[6][5,(2, 1),3,S,3,70,3]
[13][6,(2, 2),6,E,4,69,4]
[21][7,(2, 3),13,E,5,68,5]
[36][8,(2, 4),21,E,6,67,6]
[57][9,(3, 4),36,S,7,66,7]
[76][11,(3, 5),57,E,8,65,8]
[92][12,(3, 6),76,E,9,64,9]
[120][15,(3, 7),92,E,10,63,10]
[151][16,(3, 8),120,E,11,62,11]
[182][20,(3, 9),151,E,12,61,12]
[221][23,(3, 10),182,E,13,60,13]
[262][27,(4, 10),221,S,14,59,14]
[298][28,(4, 11),262,E,15,58,15]
[333][29,(5, 11),298,S,16,57,16]
[380][32,(5, 12),333,E,17,56,17]
[427][33,(5, 13),380,E,18,55,18]
[479][37,(6, 13),427,S,19,54,19]
[540][40,(6, 14),479,E,20,53,20]
[596][43,(6, 15),540,E,21,52,21]
[650][45,(6, 16),596,E,22,51,22]
[710][46,(7, 16),650,S,23,50,23]
[788][50,(7, 17),710,E,24,49,24]
[867][53,(8, 17),788,S,25,48,25]
[935][55,(8, 18),867,E,26,47,26]
[1006][58,(8, 19),935,E,27,46,27]
[1090][62,(8, 20),1006,E,28,45,28]
[1175][66,(8, 21),1090,E,29,44,29]
[1264][67,(8, 22),1175,E,30,43,30]
[1352][68,(8, 23),1264,E,31,42,31]
[1434][70,(9, 23),1352,S,32,41,32]
[1519][72,(10, 23),1434,S,33,40,33]
[1597][73,(10, 24),1519,E,34,39,34]
[1665][74,(10, 25),1597,E,35,38,35]
[1738][75,(10, 26),1665,E,36,37,36]
[1818][78,(10, 27),1738,E,37,36,37]
[1905][79,(10, 28),1818,E,38,35,38]
[1986][80,(10, 29),1905,E,39,34,39]
[2057][81,(11, 29),1986,S,40,33,40]
[2132][84,(11, 30),2057,E,41,32,41]
[2210][86,(11, 31),2132,E,42,31,42]
[2292][89,(11, 32),2210,E,43,30,43]
[2364][90,(12, 32),2292,S,44,29,44]
[2436][91,(12, 33),2364,E,45,28,45]
[2508][94,(12, 34),2436,E,46,27,46]
[2585][95,(12, 35),2508,E,47,26,47]
[2659][96,(12, 36),2585,E,48,25,48]
[2726][97,(12, 37),2659,E,49,24,49]
[2800][98,(12, 38),2726,E,50,23,50]
[2882][100,(12, 39),2800,E,51,22,51]
[2965][103,(12, 40),2882,E,52,21,52]
[3041][104,(12, 41),2965,E,53,20,53]
[3110][105,(12, 42),3041,E,54,19,54]
[3182][107,(12, 43),3110,E,55,18,55]
[3255][108,(12, 44),3182,E,56,17,56]
[3333][112,(13, 44),3255,S,57,16,57]
[3409][115,(13, 45),3333,E,58,15,58]
[3470][118,(14, 45),3409,S,59,14,59]
[3530][119,(14, 46),3470,E,60,13,60]
[3586][121,(14, 47),3530,E,61,12,61]
[3646][122,(15, 47),3586,S,62,11,62]
[3704][123,(16, 47),3646,S,63,10,63]
[3751][124,(17, 47),3704,S,64,9,64]
[3792][127,(18, 47),3751,S,65,8,65]
[3825][128,(18, 48),3792,E,66,7,66]
[3854][131,(19, 48),3825,S,67,6,67]
[3883][132,(20, 48),3854,S,68,5,68]
[3907][135,(21, 48),3883,S,69,4,69]
[3927][136,(22, 48),3907,S,70,3,70]
[3939][138,(23, 48),3927,S,71,2,71]
[3947][139,(24, 48),3939,S,72,1,72]
[3955][141,(24, 49),3947,E,73,0,73]
