[id][cost,state,father_id,action,depth,h,value]
[31415][221,(88, 89),31234,E,177,21,221]
[31482][222,(88, 90),31415,E,178,20,222]
[31546][225,(89, 90),31482,S,179,19,225]
[31720][226,(90, 90),31546,S,180,18,226]
[31770][227,(90, 91),31720,E,181,17,227]
[31810][229,(90, 92),31770,E,182,16,229]
[31862][230,(90, 93),31810,E,183,15,230]
[31909][231,(91, 93),31862,S,184,14,231]
[31947][232,(91, 94),31909,E,185,13,232]
[31976][233,(91, 95),31947,E,186,12,233]
[32003][236,(91, 96),31976,E,187,11,236]
[32089][237,(92, 96),32003,S,188,10,237]
[32117][238,(92, 97),32089,E,189,9,238]
[32130][239,(92, 98),32117,E,190,8,239]
[32146][240,(93, 98),32130,S,191,7,240]
[32172][242,(94, 98),32146,S,192,6,242]
[32198][243,(95, 98),32172,S,193,5,243]
[32224][244,(96, 98),32198,S,194,4,244]
[32240][246,(97, 98),32224,S,195,3,246]
[32258][247,(97, 99),32240,E,196,2,247]
[32273][248,(98, 99),32258,S,197,1,248]
[32292][252,(99, 99),32273,S,198,0,252]
